id	text	en	loc
11664	쓰레기통이 불타고 있어!	It's a burning trash can!	Bank.dinky
11665	은행 안에서!	In a bank!	Bank.dinky
11666	아야! 내 발가락!	Ouch! My toe!	Bank.dinky
11667	인벤토리 구멍에 넣기엔 너무 뜨거워.	That's too hot to put in my inventory-hole.	Bank.dinky
11668	시계	clock	Bank.dinky
11669	저 시계는 별로 작지 않은 것 같아.	I don't think that clock is tiny enough.	Bank.dinky
11670	그림	painting	Bank.dinky
11671	표지판	sign	Bank.dinky
11672	문	door	Bank.dinky
11673	그 은행 문	the bank door	Bank.dinky
11674	나가기	Leave	Bank.dinky
11675	은행 나가기	Leave the bank	Bank.dinky
11676	은행 전단	bank flyers	Bank.dinky
11677	은행 전단	bank flyers	Bank.dinky
11678	'필립의 위험한 기계'	“Philipp's Dangerous Dövice”	Bank.dinky
11679	철거 사진은 훨씬 더 극적이어야 해.	The demolition photo needs to be way more dramatic.	Bank.dinky
11680	은행 전화기	bank phone	Bank.dinky
11681	쓰레기통	trash can	Bank.dinky
11682	좀 무섭긴 한데, 딱히 역겹진 않아.	It's a bit scary, but not really disgusting.	Bank.dinky
11683	저 아래 퀴키팔이 반짝이고 있네.	There's the Quickie Pal down there, flashing away.	Vista.dinky
11684	시골까지 걸어 내려가면서 시간 낭비하면 안 되는데.	I shouldn't dilly-dally by walking down into the country.	Vista.dinky
11685	나탈리가 그 사진들 기대하고 있으니까.	Natalie is counting on me for those photographs.	Vista.dinky
11686	서커스 완전 좋아해!	I love the circus!	Vista.dinky
11687	MMucasFlem 게임즈로 돌아가기 전에 랜섬 더 클라운 쇼는 꼭 봐야지.	I need to make sure I see Ransome the Clown's show before I go back to MMucasFlem Games.	Vista.dinky
11688	저건 오래된 에드먼드 호텔이네.	It's the old Edmund Hotel.	Vista.dinky
11689	척 삼촌이 정신병원에 수용되고 은행이 압류하기 전까지는 삼촌의 자랑이었는데.	That was Uncle Chuck's pride and joy until the bank repossessed it when he was committed to the sanitarium.	Vista.dinky
11690	저기서 필로우베어™를 만들 텐데, 필로우베어™ 사진 자체가 더 나은 사진일 것 같긴 해.	That's where they'll make PillowBears™, but I think an image of a PillowBear™ is a better photo.	Vista.dinky
11691	공장이 필로우베어™ 생산으로 다시 돌아가는 걸 보니 좋네.	It's nice to see the factory ramping up again to make PillowBears™.	Vista.dinky
11692	맨션 저택은 상태가 아주 좋네. 주택 철거 기사용 사진이 필요한데.	The Mansion mansion is in great shape. I need a photo for home demolition.	Vista.dinky
11693	팀블위드의 개인 체르노빌 같은 곳이네.	It's like Thimbleweed's own private Chernobyl.	Vista.dinky
11694	은행이 압류하기 전에 살던 우리 옛날 집이야.	My old home before it was repossessed by the bank.	Vista.dinky
11695	KSCUM은 히트곡만 틀어주지.	KSCUM plays all the hits.	Vista.dinky
11696	마을	town	Vista.dinky
11697	시골	country	Vista.dinky
11698	고깔 표지판	traffic cone	Vista.dinky
11699	서커스	circus	Vista.dinky
11700	그 서커스	the circus	Vista.dinky
11701	서커스	circus	Vista.dinky
11702	그 서커스	the circus	Vista.dinky
11703	호텔	hotel	Vista.dinky
11704	에드먼드 호텔	the Edmund Hotel	Vista.dinky
11705	호텔	hotel	Vista.dinky
11706	에드먼드 호텔	the Edmund Hotel	Vista.dinky
11707	공장	factory	Vista.dinky
11708	그 공장	the factory	Vista.dinky
11709	방사능 분화구	radioactive crater	Vista.dinky
11710	에드먼드 맨션 저택	Edmund Mansion mansion	Vista.dinky
11711	방사능 분화구	a radioactive crater	Vista.dinky
11712	우리 옛날 맨션 저택	our old Mansion mansion	Vista.dinky
11713	라디오 방송국	radio station	Vista.dinky
11714	그 라디오 방송국	the radio station	Vista.dinky
11715	FORTRAN⏎	FORTRAN⏎	Book.dinky
11716	입문⏎	An introduction⏎	Book.dinky
11717	⏎	⏎	Book.dinky
11718	오늘날 많은 프로그래머들이 포트란을 죽은 프로그래밍 언어로 여기지만, 이보다 사실과 동떨어진 얘기는 없다.⏎⏎	While many programmers today consider FORTRAN to be a dead programming language, nothing could be further from the truth.⏎⏎	Book.dinky
11719	저자들은 2020년대 훨씬 이후까지도(그리고 그 너머까지) 포트란이 모든 컴퓨터 언어의 최전선에 있을 것이라 확신한다.⏎⏎	The authors have no doubt that well into the 2020's (and beyond) FORTRAN will be at the forefront of all computer languages.⏎⏎	Book.dinky
11720	이 책은 컴퓨터 프로그래밍의 미래에서 우위를 찾는 현대 프로그래머를 위한 도구 역할을 하고자 한다.	This book is to serve as a tool for the modern programmer looking for an edge in the future of computer programing.	Book.dinky
11721	⏎program circle⏎	⏎program circle⏎	Book.dinky
11722	real r, area⏎	real r, area⏎	Book.dinky
11723	⏎	⏎	Book.dinky
11724	c 숫자를 입력받아⏎	c Reads a number and prints⏎	Book.dinky
11725	c 원의 넓이를 출력한다.⏎	c the area of a circle.⏎	Book.dinky
11726	⏎	⏎	Book.dinky
11727	write (*,*) '반지름 r을 입력하세요:'⏎	write (*,*) 'Give radius r:'⏎	Book.dinky
11728	read  (*,*) r⏎	read  (*,*) r⏎	Book.dinky
11729	area = 3.14159*r*r⏎	area = 3.14159*r*r⏎	Book.dinky
11730	write (*,*) '넓이 = ', area⏎	write (*,*) 'Area = ', area⏎	Book.dinky
11731	⏎	⏎	Book.dinky
11732	stop⏎	stop⏎	Book.dinky
11733	end⏎	end⏎	Book.dinky
11734	안 돼!	No!	Ending.dinky
11735	몸이 안 좋아...	I don't feel well...	Ending.dinky
11736	바람 좀 쐬고 올게...	I'm going to get fresh air...	Ending.dinky
11737	오 안 돼... 다 기억나.	Oh no... it's all coming back.	Ending.dinky
11738	그러니까...	So...	Ending.dinky
11739	...이게 다 내 잘못인가 봐.	...I guess this is all my fault.	Ending.dinky
11740	내가 해킹한 세이브 파일에 버그가 있었나 봐.	It must have been a bug in my hacked savegame.	Ending.dinky
11741	난 너 같은 실력이 없어.	I don't have the same skills you do.	Ending.dinky
11742	누가 있겠어.	Who does.	Ending.dinky
11743	넌 이쪽 편까지 보면 안 됐는데...	You weren't supposed to see through to this side...	Ending.dinky
11744	...근데 이제 다 무너져 내린 것 같네.	...but I guess it's all come crashing down now.	Ending.dinky
11745	패치를 적용할 수 있는지 가보자...	Let's go see if we can apply a patch...	Ending.dinky
11746	...딱 맞는 게 하나 있을지도 몰라.	...I might know just the one.	Ending.dinky
11747	딜로리스: 팀블위드 니켈 포토저널리즘 팀에 합류해줘서 고마워요.⏎	Delores: Thanks for joining the Thimbleweed Nickel Photojournalism Team.⏎	Note.dinky
11748	이번 과제로, 다가오는 기사들을 위해 다음 사진들을 찍어와 주셨으면 해요:⏎⏎	For your assignment, I'd like you to get the following photos for some upcoming stories:⏎⏎	Note.dinky
11749	⏎추신: MMucasFlem 게임즈에서 휴가 나온 동안 도와줘서 고마워요.	⏎P.S. Thanks for helping out while you're on vacation from MMucasFlem Games.	Note.dinky
11750	독립기념일에 관한 기사	Story about the 4th of July	Note.dinky
11751	팀블위드 카운티에 관한 칼럼	Column about Thimbleweed County	Note.dinky
11752	아동 빈곤에 관한 기사	Story about childhood poverty	Note.dinky
11753	니켈 뉴스 편집장 사진	Photo of the editor of the Nickel News	Note.dinky
11754	위험한 야생동물의 액션 사진	Action photo of dangerous wildlife	Note.dinky
11755	팀블위드의 나쁜 식수 수질	Our bad Thimbleweed drinking water quality	Note.dinky
11756	역겨운 것	Something disgusting	Note.dinky
11757	토머스 제퍼슨 대통령에 관한 기사	Story about President Thomas Jefferson	Note.dinky
11758	고대의 사어(死語)들을 살펴보기	A look at the dead languages of antiquity	Note.dinky
11759	고양이와 함께 사는 유머에 관한 폭로 기사	Exposé on the humor of living with cats	Note.dinky
11760	공공기물 파손	Government property vandalism	Note.dinky
11761	에드먼드 호텔 폐업에 관한 기사	Piece on the closing of the Edmund Hotel	Note.dinky
11762	기절골의 좋은 예시	A good example of proximal phalanges	Note.dinky
11763	무례한 은행 직원들에 대한 신랄한 기사	Biting piece on rude bank employees	Note.dinky
11764	신작 어드벤처 게임 리뷰	Reviews of some new adventure games	Note.dinky
11765	쓰레기 줍기에 관한 공익 기사	Public service piece about picking up trash	Note.dinky
11766	팀블콘 '88 홍보성 기사	Puff-piece on ThimbleCon '88	Note.dinky
11767	마을을 조망하는 항공 사진	Birds-eye view of the town	Note.dinky
11768	우리의 신입 포토저널리스트 사진 찍기	Take a photo of our newest photojournalist	Note.dinky
11769	시(詩) 코너용 기사	Story for the poetry section	Note.dinky
11770	유명인 기사용 얼굴 사진	Headshot for a story on a celebrity	Note.dinky
11771	위험한 직업에 종사하는 사람의 사진	Photo of a person doing a dangerous job	Note.dinky
11772	주택 철거에 관한 기사	Story on home demolition	Note.dinky
11773	도로 안전에 관한 기사	Story about road safety	Note.dinky
11774	옛날 흑백 사진에 관한 기사	Article on old-timey black and white photos	Note.dinky
11775	전화기 역사를 저격하는 기사	A hit-piece on the history of the phone	Note.dinky
11776	작은 시계의 역사	History of tiny clocks	Note.dinky
11777	물체가 두 개로 보이는 것에 관한 기사	A story about seeing double	Note.dinky
11778	팀블위드의 도박 문제 폭로 기사	An exposé on Thimbleweed's gambling problem	Note.dinky
11779	최신 장난감 열풍에 관한 기사	Story about the latest toy craze	Note.dinky
11780	알레르기에 관한 기사	Story about allergies	Note.dinky
11781	이것들 진짜 소름 끼쳤는데. 꺼져서 다행이야.	These things were creepy. I'm glad they were deactivated.	CoronersOffice.dinky
11782	AI의 위험성에 대한 경고 역할을 해야 하는데.	They should serve as a warning about the dangers of AI.	CoronersOffice.dinky
11783	척 삼촌이 디지털화돼서 자기가 만든 AI 속으로 빨려 들어갔다는 게 생각하면 무섭네.	Scary to think about Uncle Chuck getting digitized and sucked into his AI creation.	CoronersOffice.dinky
11784	나랑 그 연방 요원 두 명이 삼촌을 꺼낼 수 있어서 다행이었어.	I'm glad me and those two federal agents were able to get him out.	CoronersOffice.dinky
11785	물론, 아마 남은 평생을 그 정신병원에서 보내겠지.	Of course, he will probably spend the rest of his life in that sanitarium.	CoronersOffice.dinky
11786	제때 도착 못 했으면 무슨 일이 일어났을지 생각만 해도 소름 끼쳐.	I shudder to think what would have happened if we hadn't gotten to him in time.	CoronersOffice.dinky
11787	트론 3000™ 기계들이 시체 안치소에 있는 것보다 더 소름 끼쳐.	The Tron 3000™ machines creep me out more than being in the morgue.	CoronersOffice.dinky
11788	그냥 서랍이네.	Just a drawer.	CoronersOffice.dinky
11789	그냥 보리스 살인 사건에 관한 이상한 검시관 보고서네.	Just the odd coroner report about the murder of Boris.	CoronersOffice.dinky
11790	일어날 수 없었던 일인데.	Which couldn't have happened.	CoronersOffice.dinky
11791	이상하다고? 작년에 보리스라는 사람이 살해된 것에 대한 부검 보고서가 있다고?	Weird? There is an autopsy report for a murder last year of someone named Boris?	CoronersOffice.dinky
11792	팀블위드 파크에서 20년 동안 살인 사건이 없었는데.	There hasn't been a murder in Thimbleweed Park for twenty years.	CoronersOffice.dinky
11793	그냥 오래된 검시관 파일들이네.	Just some old coroner files.	CoronersOffice.dinky
11794	오래된 파일이 엄청 많네.	Lots of old files.	CoronersOffice.dinky
11795	엉망으로 정리된 파일 뭉치네.	Bunch of badly organized files.	CoronersOffice.dinky
11796	해골이야!	It's a skeleton!	CoronersOffice.dinky
11797	쫄깃한 캐러멜 속.	Chewy Caramel Center.	CoronersOffice.dinky
11798	이상하다고? 검시관 학위를 우편 주문할 수 있는 줄 몰랐네.	Odd? I didn't know you could mail order for coroner degrees.	CoronersOffice.dinky
11799	문	door	CoronersOffice.dinky
11800	나가기	Leave	CoronersOffice.dinky
11801	검시관 사무실 나가기	Leave the Coroner's Office	CoronersOffice.dinky
11802	핑거트론 3000™	FingerTron 3000™	CoronersOffice.dinky
11803	그 핑거트론 3000™	the FingerTron 3000™	CoronersOffice.dinky
11804	블러드트론 3000™	BloodTron 3000™	CoronersOffice.dinky
11805	그 블러드트론 3000™	the BloodTron 3000™	CoronersOffice.dinky
11806	페이스트론 3000™	FaceTron 3000™	CoronersOffice.dinky
11807	그 페이스트론 3000™	the FaceTron 3000™	CoronersOffice.dinky
11808	해골	skeleton	CoronersOffice.dinky
11809	차트	chart	CoronersOffice.dinky
11810	증명서	certificate	CoronersOffice.dinky
11811	게임 일시정지	Game Paused	SystemHelpers.dinky
11812	본 적 없음	NEVER SEEN	VerbHelpers.dinky
11813	[가기]	Walk to	VerbHelpers.dinky
11814	[보기]	Look at	VerbHelpers.dinky
11815	[사용하기]	Use	VerbHelpers.dinky
11816	[들여다보기]	Look in	VerbHelpers.dinky
11817	[확인하기]	Check	VerbHelpers.dinky
11818	[보기]	Look at	VerbHelpers.dinky
11819	[조사하기]	Examine	VerbHelpers.dinky
11820	[나가기]	Leave	VerbHelpers.dinky
11821	[들어가기]	Enter	VerbHelpers.dinky
11822	[읽기]	Read	VerbHelpers.dinky
11823	[말하기]	Talk to	VerbHelpers.dinky
11824	[잠금 해제하기]	Unlock	VerbHelpers.dinky
11825	[차기]	Kick	VerbHelpers.dinky
11826	[열기]	Open	VerbHelpers.dinky
11827	[닫기]	Close	VerbHelpers.dinky
11828	[지렛대로 열기]	Pry open	VerbHelpers.dinky
11829	[줍기]	Pick up	VerbHelpers.dinky
11830	[가져가기]	Take	VerbHelpers.dinky
11831	[뒤집기]	Flip	VerbHelpers.dinky
11832	[다이얼 돌리기]	Dial	VerbHelpers.dinky
11833	[밀기]	Push	VerbHelpers.dinky
11834	[당기기]	Pull	VerbHelpers.dinky
11835	[아래로 당기기]	Pull down	VerbHelpers.dinky
11836	[오른쪽으로 밀기]	Push right	VerbHelpers.dinky
11837	[왼쪽으로 밀기]	Push left	VerbHelpers.dinky
11838	[켜기]	Turn on	VerbHelpers.dinky
11839	[끄기]	Turn off	VerbHelpers.dinky
11840	[오르기]	Climb	VerbHelpers.dinky
11841	[돌리기]	Spin	VerbHelpers.dinky
11842	[돌리기]	Turn	VerbHelpers.dinky
11843	[물 내리기]	Flush	VerbHelpers.dinky
11844	[냄새 맡기]	Smell	VerbHelpers.dinky
11845	[작동시키기]	Activate	VerbHelpers.dinky
11846	[마시기]	Drink	VerbHelpers.dinky
11847	[핥기]	Lick	VerbHelpers.dinky
11848	[먹기]	Eat	VerbHelpers.dinky
11849	[춤추기]	Dance	VerbHelpers.dinky
11850			VerbHelpers.dinky
11851	$NOUN1$에게 [주기]	Give to $NOUN1$	VerbHelpers.dinky
11852	$NOUN2$에게 [주기]	Give to $NOUN2$	VerbHelpers.dinky
11853	$NOUN2$에서 $NOUN1$ [태우기]	Burn $NOUN1$ in $NOUN2$	VerbHelpers.dinky
11854	$NOUN2$에 [떨어뜨리기]	Drop in $NOUN2$	VerbHelpers.dinky
11855	$NOUN2$ [채우기]	Fill $NOUN2$	VerbHelpers.dinky
11856	$NOUN1$에 $NOUN2$ [비우기]	Empty $NOUN2$ in $NOUN1$	VerbHelpers.dinky
11857	$NOUN2$ [사진 찍기]	Take photo of $NOUN2$	VerbHelpers.dinky
11858	$NOUN2$에 $NOUN1$ [놓기]	Put $NOUN1$ on $NOUN2$	VerbHelpers.dinky
11859	$NOUN2$로 $NOUN1$ [잠금 해제하기]	Unlock $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11860	$NOUN2$로 $NOUN1$ [훼손하기]	Vandalize $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11861	$NOUN1$로 $NOUN2$ [찌르기]	Jab $NOUN2$ with $NOUN1$	VerbHelpers.dinky
11862	$NOUN2$로 포스터 풀 [녹이기]	Dissolve poster glue with $NOUN2$	VerbHelpers.dinky
11863	$NOUN2$로 $NOUN1$ [느슨하게 하기]	Loosen $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11864	$NOUN2$로 $NOUN1$ [조이기]	Tighten $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11865	$NOUN1$에게 $NOUN2$ [보여주기]	Show $NOUN1$ the $NOUN2$	VerbHelpers.dinky
11866	$NOUN2$로 $NOUN1$ [긁어내기]	Scrape $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11867	$NOUN2$에 $NOUN1$ [던져넣기]	Toss $NOUN1$ in $NOUN2$	VerbHelpers.dinky
11868	$NOUN2$로 $NOUN1$ [수리하기]	Repair $NOUN1$ with $NOUN2$	VerbHelpers.dinky
11869	저건 손이 안 닿아요.	I can't reach that.	ActorHelpers.dinky
11870	나탈리한테 주기엔 먼지가 부족한 것 같아.	I don't think this is enough dust for Natalie.	DustHelpers.dinky
11871	너무 어두워서 안 보여	It's too dark to see	DustHelpers.dinky
11872	먼지 한 톨이네.	It's a speck of dust.	DustHelpers.dinky
11873	너무 어두워서 안 보여.	It's too dark to see.	DustHelpers.dinky
11874	뭔가	something	DustHelpers.dinky
11875	먼지 한 톨	speck of dust	DustHelpers.dinky
11882	안녕하세요, 프로그래밍은 어디서 배우셨어요?	Hi, were did you learn to program?	Defines.dinky
11883	빈 컵 사진으론 부족해.	A photo of an empty glass isn't good enough.	Inventory.dinky
11884	오염된 물 한 컵이야!	It's a glass of polluted water!	Inventory.dinky
11885	빈 컵이네.	It's an empty glass.	Inventory.dinky
11886	그게 현명한 것 같진 않아.	I don't think that's smart.	Inventory.dinky
11887	냄새를 도저히 못 참겠어!	I can barely stand the smell!	Inventory.dinky
11888	좋은 생각이 아니야.	That's not a good idea.	Inventory.dinky
11889	좋아, 간다.	Ok, here goes.	Inventory.dinky
11890	*우웨엑*	*huurrrll*	Inventory.dinky
11891	*우게에엑*	*bleeeuuurrrggghh*	Inventory.dinky
11892	*우아아아악*	*raaaaaallllllllllffff*	Inventory.dinky
11893	*한숨*	*sigh*	Inventory.dinky
11894	이제 좀 나아졌어.	I feel better now.	Inventory.dinky
11895	빈 컵 사진으론 부족해.	A photo of an empty glass isn't good enough.	Inventory.dinky
11896	필름이 하나도 안 남았어! 나탈리한테 가봐야 할 것 같아.	I don't have any film left! Maybe I should go see Natalie.	Inventory.dinky
11897	플래시를 써도 사진 찍을 만큼 빛이 충분하지 않아.	Even with the flash, there isn't enough light to take a picture.	Inventory.dinky
11898	그들 사진은 이미 찍었어.	I already took a photo of them.	Inventory.dinky
11899	그건 이미 사진 찍었어.	I already took a photo of that.	Inventory.dinky
11900	좋은 사진인데!	That's a good shot!	Inventory.dinky
11901	나탈리가 이거 완전 좋아하겠다!	Natalie will love this one!	Inventory.dinky
11902	이거 기사에 완벽해!	This is perfect for the story!	Inventory.dinky
11903	이제 두 장밖에 안 남았어.	I only have two shots left.	Inventory.dinky
11904	이제 한 장밖에 안 남았어, 제대로 찍어야겠다.	I only have one shot left, I better make it count.	Inventory.dinky
11905	내 믿음직한 스냅트론3000™이네.	It's my trusting SnapTron3000™.	Inventory.dinky
11906	열 장 남았어.	I have ten shots left.	Inventory.dinky
11907	아홉 장 남았어.	I have nine shots left.	Inventory.dinky
11908	여덟 장 남았어.	I have eight shots left.	Inventory.dinky
11909	일곱 장 남았어.	I have seven shots left.	Inventory.dinky
11910	여섯 장 남았어.	I have six shots left.	Inventory.dinky
11911	다섯 장 남았어.	I have five shots left.	Inventory.dinky
11912	네 장 남았어.	I have four shots left.	Inventory.dinky
11913	세 장 남았어.	I have three shots left.	Inventory.dinky
11914	두 장 남았어.	I have two shots left.	Inventory.dinky
11915	한 장 남았어.	I have one shot left.	Inventory.dinky
11916	필름이 다 떨어졌어. 나탈리한테 가봐야 할 것 같아.	I'm out of film. Maybe I should go see Natalie.	Inventory.dinky
11917	^%s 사진이네.	^It's a photo of %s.	Inventory.dinky
11918	이건 잘 갖고 있어야겠다.	I'd better hold onto this one.	Inventory.dinky
11919	이건 잘 갖고 있어야겠다.	I'd better hold onto this one.	Inventory.dinky
11920	나탈리가 이거 원할 거야.	Natalie will want this one.	Inventory.dinky
11921	정말 좋은 사진이었어. 이건 보관할게.	This was a great shot. I'm keeping it.	Inventory.dinky
11922	여긴 너무 어두워서 읽을 수가 없어.	It's too dark to read in here.	Inventory.dinky
11923	이건 태우고 싶지 않아, 과제 끝내려면 필요해.	I don't want to burn this, I need it to complete my assignment.	Inventory.dinky
11924	레너드가 준 전기세 고지서네.	It's the electricity bill from Leonard.	Inventory.dinky
11925	부칠 준비 됐어.	Ready to mail.	Inventory.dinky
11926	우표가 필요해.	It needs stamps.	Inventory.dinky
11927	됐다! 다 부쳤어.	There! All mailed.	Inventory.dinky
11928	이건 우표 없으면 멀리 못 가.	This needs stamps or it's not getting far.	Inventory.dinky
11929	나탈리가 준 우표네.	It's some stamps from Natalie.	Inventory.dinky
11930	우표 붙였고 부칠 준비 됐어.	It's stamped and ready to mail.	Inventory.dinky
11931	페퍼민트! 맛있겠다!	Peppermint! Yum!	Inventory.dinky
11932	부랑자 냄새가 나네.	Smells like bum.	Inventory.dinky
11933	재활용해 주셔서 감사합니다! 보증금 5센트 돌려드릴게요.	Thanks for recycling! Here is your nickel deposit back.	Inventory.dinky
11934	왜 여기에 에이다 러브레이스 같은 멋진 사람 말고 대통령 얼굴을 넣었는지 모르겠어.	I wonder why they put presidents' heads on these and not cool people like Ada Lovelace.	Inventory.dinky
11935	이건 네 5센트야, 환경 정화를 도와서 번 거니까!	It's your nickel, you earned it by helping to clean up the environment!	Inventory.dinky
11936	여긴 너무 어두워서 읽을 수가 없어.	It's too dark to read in here.	Inventory.dinky
11937	큰 열쇠네.	It's a large key.	Inventory.dinky
11938	드라이버네.	It's a screwdriver.	Inventory.dinky
11939	너무 어두워서 안 보여.	It's too dark to see.	Inventory.dinky
11940	아야! '필립의 위험한 기계'가 살아난 것 같아.	Ouch! “Philipp's Dangerous Dövice” seems to have come alive.	Inventory.dinky
11941	아야!	Ouch!	Inventory.dinky
11942	아야! 내가 또 왜 그랬지!	Ouch! Why did I do that again!	Inventory.dinky
11943	아야! 왜 자꾸 이러는 거지?	Ouch! Why do I keep doing that?	Inventory.dinky
11944	아야! 아야! 아야!	Ouch! Ouch! Ouch!	Inventory.dinky
11945	철거 사진은 훨씬 더 극적이어야 해.	The demolition photo needs to be way more dramatic.	Inventory.dinky
11946	오늘 하루치 파괴는 충분히 한 것 같아.	I think I've caused enough destruction for one day.	Inventory.dinky
11947	장전 완료, 준비됐어!	Armed and ready to go!	Inventory.dinky
11948	이건 안 좋은 선택인 것 같아. 맨션 저택에서 자란 좋은 추억이 있는데.	I feel like this is a bad course of action. I had fond memories of growing up in the Mansion mansion.	Inventory.dinky
11949	배터리가 다 돼서 다행이야. 맨션 저택에서 자란 좋은 추억이 있으니까.	Good thing its batteries are dead. I have fond memories of growing up in the Mansion mansion.	Inventory.dinky
11950	오늘은 충분히 많이 터뜨린 것 같아.	I think I've blown up enough things for today.	Inventory.dinky
11951	좋아, 밑져야 본전이지. 작동시켜 볼게.	OK, here goes nothing. I'm going to activate it.	Inventory.dinky
11952	맨션 저택에서 자란 추억이 이렇게나 많이 연기로 사라지는구나.	That's a lot of growing up in the Mansion mansion memories up in smoke.	Inventory.dinky
11953	*흐윽*	*sob*	Inventory.dinky
11954	이제 은행 문제겠지 뭐.	I guess it's the bank's problem now.	Inventory.dinky
11955	흐음.	Hmmm.	Inventory.dinky
11956	전원이 들어와 있어.	It has power.	Inventory.dinky
11957	내가 뭘 잊고 있는 거지?	What am I forgetting?	Inventory.dinky
11958	충분히 가까이 안 간 건가?	Am I not close enough?	Inventory.dinky
11959	포기할래.	I give up.	Inventory.dinky
11960	배터리가 다 돼서 다행이야. 맨션 저택에서 자란 좋은 추억이 있으니까.	Good thing its batteries are dead. I have fond memories of growing up in the Mansion mansion.	Inventory.dinky
11961	30년 후엔 분명 수집품이 될 거야.	I'm sure it will be a collectible in 30 years.	Inventory.dinky
11962	확실히 새로운 장난감 유행은 아니야. 나 어릴 때도 있었는데.	Definitely not a new toy craze. I had one when I was a kid.	Inventory.dinky
11963	유명인 얼굴인데, 사탕 디스펜서로 쓰이는 게 좀 굴욕적이네. 더 나은 사진이 필요해.	It's a celebrity's head, but kind of demeaning being a candy dispenser. I need a better photo.	Inventory.dinky
11964	나 어릴 때 이거 진짜 좋아했었는데.	I sure loved these when I was a kid.	Inventory.dinky
11965	아야!! 내 이!	Ouch!! My tooth!	Inventory.dinky
11966	안 돼. 이 하나 부러진 걸로 충분해.	No way. One broken tooth is enough.	Inventory.dinky
11967	^먼지 %d톨	^%d specks of dust	Inventory.dinky
11968	^먼지 %d톨	^%d specks of dust	Inventory.dinky
11969	나탈리한테 주기엔 먼지가 부족한 것 같아.	I don't think this is enough dust for Natalie.	Inventory.dinky
11970	^아마 먼지 %d톨 정도 필요할 거야.	^She probably needs around %d specks of dust.	Inventory.dinky
11971	좋은 사진인데!	That's a good shot!	Inventory.dinky
11972	나탈리가 이거 완전 좋아하겠다!	Natalie will love this one!	Inventory.dinky
11973	이거 기사에 완벽해!	This is perfect for the story!	Inventory.dinky
11974	먼지 한 톨 있어.	I have 1 speck of dust.	Inventory.dinky
11975	^먼지 %d톨 있어.	^I have %d specks of dust.	Inventory.dinky
11976	오염된 물 한 컵	glass of polluted water	Inventory.dinky
11977	물 한 컵	glass of water	Inventory.dinky
11978	오염된 물 한 컵	a glass of polluted water	Inventory.dinky
11979	물 한 컵	a glass of water	Inventory.dinky
11980	카메라	camera	Inventory.dinky
11981	a	a	Inventory.dinky
11982	사진	photo	Inventory.dinky
11983	내 과제	my assignment	Inventory.dinky
11984	우표 붙은 전기세 고지서	electricity bill with stamps	Inventory.dinky
11985	전기세 고지서	electricity bill	Inventory.dinky
11986	우표	stamps	Inventory.dinky
11987	병	bottle	Inventory.dinky
11988	5센트	nickel	Inventory.dinky
11989	포트란 책	Fortran book	Inventory.dinky
11990	포트란 책	a Fortran book	Inventory.dinky
11991	열쇠	key	Inventory.dinky
11992	드라이버	screwdriver	Inventory.dinky
11993	'필립의 위험한 기계'	“Philipp's Dangerous Dövice”	Inventory.dinky
11994	팀블콘 포스터	ThimbleCon poster	Inventory.dinky
11995	사탕 디스펜서	candy dispenser	Inventory.dinky
11996	먼지 한 톨	speck of dust	Inventory.dinky
11997	먼지 한 톨	a speck of dust	Inventory.dinky
11998	안녕하세요.	Hi there	BLANK.yack
11999	아, 안녕하세요.	Hi back	BLANK.yack
12000	안녕하세요, 딜로리스 이모.	Hi Aunt Delores.	Chuckie.yack
12001	엄마가 우리 캠핑 간대요.	Lenore says we're going camping.	Chuckie.yack
12002	엄마가 언젠가 우리도 다시 돈이 생길 거래요.	Lenore says someday we'll have money again.	Chuckie.yack
12003	그거 좋네.	That's nice.	Chuckie.yack
12004	안녕하세요, 검시관님!	Hi Coroner!	Coroner.yack
12005	안녕하신가-어후, 딜로리스.	Hello-a-who Delores.	Coroner.yack
12006	언제부터 다 '어후'를 붙이기 시작하신 거예요?	When did you start adding 'a-who' after everything?	Coroner.yack
12007	저요! 방금 또 그러셨잖아요!	Right there! You just did it again!	Coroner.yack
12008	아무튼-어후.	Whatever-a-who.	Coroner.yack
12009	보안관님이랑 코미디 팀 결성하셔도 되겠어요.	You and the Sheriff should form a comedy team.	Coroner.yack
12010	팀블위드 파크에서 죽는 사람이 많진 않죠?	Not a lot of deaths in Thimbleweed Park, are there?	Coroner.yack
12011	보리스라는 사람이 살해당했다는 걸 어디서 읽은 것 같은데요?	Did I read about someone named Boris being murdered?	Coroner.yack
12012	보안관님이 자넬 보고 싶어 하시네요.	Sheriff wants to see you.	Coroner.yack
12013	보안관님이 또 자넬 보고 싶어 하시네요.	Sheriff wants to see you again.	Coroner.yack
12014	저 가봐야 해서... 안녕히 계세요.	Got to run... bye.	Coroner.yack
12015	딱히요.	Not really.	Coroner.yack
12016	제가 왜 아직도 이 일을 하고 있는지 모르겠네요-어후.	I'm not sure why I still have a job.	Coroner.yack
12017	무슨 말씀이신지 이해가 안 되네요-어후!	I don't understand-a-who what you're talking about!	Coroner.yack
